ID,LACT,FDAT,DIM,Date,HOSPM,Quarter,Dateok,MAST,Trt_MAST,Trt_dec,TRT,CULTURE,CULT_res,CULT_type,REMAST,Trt_REMAST
41836,2,8/20/2020,271,5/18/2021,HOSPM,RR,5/18/2021,,,,,,,,,
41878,3,2/9/2021,,,,,4/6/2021,MAST,SP5,SP5,1,CULTURE,GNLF,GN,,
41878,3,2/9/2021,114,6/3/2021,HOSPM,LF,6/3/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
41895,3,5/12/2021,43,6/24/2021,HOSPM,LF,6/24/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
41935,3,4/8/2021,81,6/28/2021,HOSPM,BLOOD,6/28/2021,,,,,,,,,
41968,3,12/15/2020,134,4/28/2021,HOSPM,RF,4/28/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
42066,2,8/20/2020,249,4/26/2021,HOSPM,RF,4/26/2021,MAST,SP2 RF,SP2 R,1,CULTURE,GNRF,GN,,
42083,3,6/16/2021,1,6/17/2021,HOSPM,BLOOD,6/17/2021,,,,,,,,,
42106,3,2/26/2021,,,,,5/24/2021,,,,,CULTURE,GNLR,GN,,
42106,3,2/26/2021,88,5/25/2021,HOSPM,LR,5/25/2021,,,,,,,,,
42130,3,5/31/2021,,,,,6/20/2021,MAST,SPECT3LR,SPECT,1,,,,,
42130,3,5/31/2021,28,6/28/2021,HOSPM,RECULTUR,6/28/2021,,,,,CULTURE,NGLR,NG,,
42140,2,6/23/2020,355,6/13/2021,HOSPM,RF,6/13/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
42142,2,6/15/2020,,,,,6/13/2021,MAST,SPECT3LR,SPECT,1,,,,,
42427,2,5/18/2020,415,7/7/2021,HOSPM,LF,7/7/2021,,,,,CULTURE,NG,NG,,
42458,3,11/10/2020,232,6/30/2021,HOSPM,RR,6/30/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
42478,2,7/28/2020,307,5/31/2021,HOSPM,RR,5/31/2021,,,,,CULTURE,GNRR,GN,,
42478,2,7/28/2020,332,6/25/2021,HOSPM,LF,6/25/2021,MAST,SP5LF,SP5LF,1,CULTURE,GNLF,GN,,
42480,2,5/31/2020,341,5/7/2021,HOSPM,LR,5/7/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
42498,2,9/24/2020,264,6/15/2021,HOSPM,RF,6/15/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
42578,3,3/28/2021,60,5/27/2021,HOSPM,RR,5/27/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
42586,2,7/20/2020,262,4/8/2021,HOSPM,RR,4/8/2021,,,,,CULTURE,NGRR,NG,,
42603,2,10/29/2020,226,6/12/2021,HOSPM,LR,6/12/2021,,,,,CULTURE,GNLR,GN,,
42812,3,6/20/2021,1,6/21/2021,HOSPM,BLOOD,6/21/2021,,,,,,,,,
42847,2,10/31/2020,209,5/28/2021,HOSPM,RR,5/28/2021,,,,,,,,,
42897,2,9/1/2020,269,5/28/2021,HOSPM,RR,5/28/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
42921,2,6/17/2020,310,4/23/2021,HOSPM,RR,4/23/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
42922,2,7/16/2020,275,4/17/2021,HOSPM,LF,4/17/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
42941,2,10/7/2020,256,6/20/2021,HOSPM,LF,6/20/2021,,,,,CULTURE,GNLF,GN,,
42947,2,10/22/2020,201,5/11/2021,HOSPM,BLOOD,5/11/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
42948,2,9/25/2020,209,4/22/2021,HOSPM,LF,4/22/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
42961,2,8/20/2020,261,5/8/2021,HOSPM,LR,5/8/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
42997,2,11/22/2020,177,5/18/2021,HOSPM,RR,5/18/2021,,,,,CULTURE,MXCOLY,MX,,
43008,2,7/9/2020,360,7/4/2021,HOSPM,RF,7/4/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
43008,2,7/9/2020,,,,,7/7/2021,,,,,,,,REMAST,SPECT5RF
43068,2,7/5/2020,346,6/16/2021,HOSPM,LF,6/16/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43127,2,12/19/2020,128,4/26/2021,HOSPM,LR,4/26/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
43316,2,11/25/2020,175,5/19/2021,HOSPM,BLOOD,5/19/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43338,2,9/8/2020,,,,,5/24/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43338,2,9/8/2020,259,5/25/2021,HOSPM,LR,5/25/2021,,,,,,,,,
43370,2,2/25/2021,54,4/20/2021,HOSPM,LF,4/20/2021,MAST,SP5LF,SP5LF,1,CULTURE,GNLF,GN,,
43370,2,2/25/2021,91,5/27/2021,HOSPM,RR,5/27/2021,MAST,NOTXTO,NOTXT,0,CULTURE,GNRR,GN,,
43424,2,11/20/2020,,,,,5/25/2021,MAST,SPCT3RR,SPCT3,1,,,,,
43424,2,11/20/2020,187,5/26/2021,HOSPM,RR,5/26/2021,,,,,,,,,
43460,2,12/5/2020,140,4/24/2021,HOSPM,RF,4/24/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,MXRF,MX,,
43460,2,12/5/2020,,,,,4/27/2021,,,,,,,,REMAST,SPECT5RF
43462,2,12/19/2020,174,6/11/2021,HOSPM,LR,6/11/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
43469,2,10/21/2020,192,5/1/2021,HOSPM,RF,5/1/2021,MAST,SPCT3LFR,SPCT3,1,CULTURE,GNLFRF,GN,,
43469,2,10/21/2020,192,5/1/2021,HOSPM,LF,5/1/2021,MAST,SPCT3LFR,SPCT3,1,CULTURE,GNLFRF,GN,,
43469,2,10/21/2020,,,,,6/1/2021,MAST,SPCT3LF,SPCT3,1,,,,,
43469,2,10/21/2020,224,6/2/2021,HOSPM,LF,6/2/2021,,,,,,,,,
43482,2,12/8/2020,154,5/11/2021,HOSPM,RF,5/11/2021,MAST,SPCT3RF,SPCT3,1,,,,,
43527,2,11/9/2020,,,,,6/22/2021,MAST,SPCT3RR,SPCT3,1,,,,,
43527,2,11/9/2020,226,6/23/2021,HOSPM,RR,6/23/2021,,,,,,,,,
43527,2,11/9/2020,,,,,6/25/2021,,,,,,,,REMAST,SPECT5RR
43573,2,11/19/2020,183,5/21/2021,HOSPM,LR,5/21/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
43573,2,11/19/2020,,,,,5/24/2021,,,,,,,,REMAST,SPECT5LR
43584,2,9/23/2020,206,4/17/2021,HOSPM,LF,4/17/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
43587,2,12/14/2020,130,4/23/2021,HOSPM,RF,4/23/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
43595,2,8/27/2020,,,,,5/11/2021,MAST,SPECT3LR,SPECT,1,,,,,
43627,2,11/30/2020,,,,,4/30/2021,MAST,SPCT3LR,SPCT3,1,,,,,
43627,2,11/30/2020,152,5/1/2021,HOSPM,LR,5/1/2021,,,,,,,,,
43630,2,11/2/2020,,,,,5/24/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43630,2,11/2/2020,204,5/25/2021,HOSPM,RF,5/25/2021,,,,,,,,,
43630,2,11/2/2020,232,6/22/2021,HOSPM,LF,6/22/2021,MAST,SP2LF,SP2LF,1,CULTURE,GNLF,GN,,
43659,2,8/15/2020,,,,,4/6/2021,,,,,CULTURE,GPRF,GP,,
43659,2,8/15/2020,,,,,4/7/2021,MAST,SPCT3RF,SPCT3,1,,,,,
43689,2,3/4/2021,71,5/14/2021,HOSPM,RF,5/14/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
43689,2,3/4/2021,,,,,5/24/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43689,2,3/4/2021,82,5/25/2021,HOSPM,LF,5/25/2021,,,,,,,,,
43717,2,9/16/2020,295,7/8/2021,HOSPM,LR,7/8/2021,,,,,CULTURE,MXLR,MX,,
43718,2,2/19/2021,126,6/25/2021,HOSPM,RF,6/25/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
43869,2,8/11/2020,282,5/20/2021,HOSPM,RF,5/20/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
43869,2,8/11/2020,,,,,5/24/2021,,,,,,,,REMAST,SPECT5RF
43869,2,8/11/2020,290,5/28/2021,HOSPM,RF,5/28/2021,,,,,CULTURE,NGRF,NG,,
43884,2,9/29/2020,,,,,4/16/2021,MAST,SPCT3LF,SPCT3,1,,,,,
43884,2,9/29/2020,200,4/17/2021,HOSPM,LF,4/17/2021,,,,,,,,,
43929,2,9/8/2020,240,5/6/2021,HOSPM,RR,5/6/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
43946,2,11/14/2020,,,,,4/30/2021,MAST,SPCT3RR,SPCT3,1,,,,,
43946,2,11/14/2020,168,5/1/2021,HOSPM,RR,5/1/2021,,,,,,,,,
43976,2,12/1/2020,148,4/28/2021,HOSPM,LR,4/28/2021,,,,,,,,,
43980,2,4/26/2021,73,7/8/2021,HOSPM,RR,7/8/2021,,,,,CULTURE,GPRR,GP,,
43986,2,9/17/2020,220,4/25/2021,HOSPM,BLOOD,4/25/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
44032,2,1/2/2021,113,4/25/2021,HOSPM,RR,4/25/2021,MAST,NOTXTO,NOTXT,0,CULTURE,GNRR,GN,,
44032,2,1/2/2021,140,5/22/2021,HOSPM,LR,5/22/2021,MAST,SP2LR,SP2LR,1,CULTURE,GNLR,GN,,
44061,2,3/25/2021,40,5/4/2021,HOSPM,RR,5/4/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
44061,2,3/25/2021,,,,,5/7/2021,,,,,,,,REMAST,SPECT5
44089,2,10/2/2020,,,,,6/2/2021,MAST,SPCT3RR,SPCT3,1,,,,,
44089,2,10/2/2020,244,6/3/2021,HOSPM,RR,6/3/2021,,,,,,,,,
44091,2,9/11/2020,287,6/25/2021,HOSPM,RR,6/25/2021,MAST,SP5RR,SP5RR,1,CULTURE,GNRR,GN,,
44091,2,9/11/2020,294,7/2/2021,HOSPM,RECULTUR,7/2/2021,,,,,CULTURE,GNRR,GN,,
44197,2,8/24/2020,,,,,4/18/2021,MAST,NOTXTO,NOTXT,0,,,,,
44197,2,8/24/2020,238,4/19/2021,HOSPM,LF,4/19/2021,,,,,CULTURE,GNLF,GN,,
44227,2,2/2/2021,,,,,5/2/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
44227,2,2/2/2021,90,5/3/2021,HOSPM,RF,5/3/2021,,,,,,,,,
44227,2,2/2/2021,113,5/26/2021,HOSPM,RR,5/26/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
44248,2,1/10/2021,,,,,4/9/2021,MAST,SPCT3LF,SPCT3,1,,,,,
44248,2,1/10/2021,90,4/10/2021,HOSPM,LF,4/10/2021,,,,,,,,,
44248,2,1/10/2021,,,,,4/13/2021,,,,,,,,REMAST,SPECT5LF
44268,2,11/7/2020,,,,,6/2/2021,MAST,SPCT3LR,SPCT3,1,,,,,
44268,2,11/7/2020,208,6/3/2021,HOSPM,LR,6/3/2021,,,,,,,,,
44312,2,1/15/2021,150,6/14/2021,HOSPM,LF,6/14/2021,MAST,SP5LF,SP5LF,1,CULTURE,GNLF,GN,,
44315,2,12/7/2020,165,5/21/2021,HOSPM,LF,5/21/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
44383,2,12/20/2020,162,5/31/2021,HOSPM,LF,5/31/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
44401,2,1/31/2021,126,6/6/2021,HOSPM,LF,6/6/2021,MAST,SP2LF,SP2LF,1,CULTURE,GNLF,GN,,
44509,1,2/27/2020,450,5/22/2021,HOSPM,RR,5/22/2021,MAST,SP5RR,SP5RR,1,CULTURE,GNRR,GN,,
44657,2,1/18/2021,,,,,4/6/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,MX,MX,,
44795,2,1/20/2021,81,4/11/2021,HOSPM,RF,4/11/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
44944,2,5/6/2021,10,5/16/2021,HOSPM,LR,5/16/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
44944,2,5/6/2021,,,,,5/19/2021,,,,,,,,REMAST,SPECT5LR
44991,2,1/4/2021,,,,,5/25/2021,MAST,SPCT3RR,SPCT3,1,,,,,
44991,2,1/4/2021,142,5/26/2021,HOSPM,RR,5/26/2021,,,,,,,,,
44991,2,1/4/2021,145,5/29/2021,HOSPM,LR,5/29/2021,,,,,CULTURE,GPLR,GP,,
44991,2,1/4/2021,,,,,6/1/2021,,,,,,,,REMAST,SPECT5LR
45108,2,3/29/2021,62,5/30/2021,HOSPM,LF,5/30/2021,,,,,,,,,
45126,1,4/28/2020,347,4/10/2021,HOSPM,BLOOD,4/10/2021,,,,,,,,,
45142,2,2/22/2021,81,5/14/2021,HOSPM,LF,5/14/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
45174,1,9/30/2020,241,5/29/2021,HOSPM,LR,5/29/2021,,,,,CULTURE,NGLR,NG,,
45258,1,7/6/2020,305,5/7/2021,HOSPM,RR,5/7/2021,,,,,CULTURE,GNRR,GN,,
45360,2,4/21/2021,20,5/11/2021,HOSPM,LR,5/11/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
45392,1,4/13/2020,,,,,4/26/2021,MAST,SPECT3LR,SPECT,1,,,,,
45408,2,6/3/2021,25,6/28/2021,HOSPM,BLOOD,6/28/2021,,,,,,,,,
45431,1,5/8/2020,400,6/12/2021,HOSPM,LF,6/12/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
45442,2,3/2/2021,,,,,5/9/2021,MAST,SPECT3LR,SPECT,1,,,,,
45442,2,3/2/2021,118,6/28/2021,HOSPM,LF,6/28/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
45503,2,3/18/2021,80,6/6/2021,HOSPM,LR,6/6/2021,MAST,SP2LR,SP2LR,1,CULTURE,GNLR,GN,,
45514,2,5/14/2021,28,6/11/2021,HOSPM,LF,6/11/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
45615,1,5/8/2020,400,6/12/2021,HOSPM,RR,6/12/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
45984,1,6/11/2020,300,4/7/2021,HOSPM,BLOOD,4/7/2021,,,,,,,,,
46145,1,7/9/2020,307,5/12/2021,HOSPM,LF,5/12/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
46160,1,9/6/2020,248,5/12/2021,HOSPM,RR,5/12/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
46243,1,7/8/2020,331,6/4/2021,HOSPM,LF,6/4/2021,,,,,CULTURE,NGLF,NG,,
46244,1,6/26/2020,292,4/14/2021,HOSPM,BLOOD,4/14/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
46244,1,6/26/2020,298,4/20/2021,HOSPM,RECULTUR,4/20/2021,,,,,CULTURE,GPLF,GP,,
46244,1,6/26/2020,,,,,4/23/2021,,,,,,,,REMAST,SPECT5LF
46250,1,9/3/2020,230,4/21/2021,HOSPM,LR,4/21/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
46273,1,9/16/2020,221,4/25/2021,HOSPM,LR,4/25/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,MXLR,MX,,
46273,1,9/16/2020,,,,,4/29/2021,,,,,,,,REMAST,SPECT5LR
46281,1,7/7/2020,,,,,4/6/2021,MAST,SP2,SP2,1,CULTURE,GNLF,GN,,
46292,1,11/10/2020,167,4/26/2021,HOSPM,RF,4/26/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
46416,1,7/14/2020,318,5/28/2021,HOSPM,LR,5/28/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
46465,1,8/7/2020,246,4/10/2021,HOSPM,BLOOD,4/10/2021,,,,,,,,,
46497,1,11/23/2020,135,4/7/2021,HOSPM,LR,4/7/2021,,,,,,,,,
46497,1,11/23/2020,144,4/16/2021,HOSPM,BLOOD,4/16/2021,,,,,,,,,
46497,1,11/23/2020,148,4/20/2021,HOSPM,RECULTUR,4/20/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
46517,1,9/21/2020,211,4/20/2021,HOSPM,LR,4/20/2021,MAST,SP5LR,SP5LR,1,CULTURE,GNLR,GN,,
46544,1,7/19/2020,279,4/24/2021,HOSPM,LF,4/24/2021,MAST,SP2LF,SP2LF,1,CULTURE,GNLF,GN,,
46642,1,10/16/2020,263,7/6/2021,HOSPM,BLOOD,7/6/2021,,,,,CULTURE,NGLR,NG,,
46648,1,7/22/2020,313,5/31/2021,HOSPM,LR,5/31/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
46684,1,9/26/2020,247,5/31/2021,HOSPM,LR,5/31/2021,,,,,,,,,
46684,1,9/26/2020,,,,,6/5/2021,MAST,SPECT3LR,SPECT,1,,,,,
46797,1,10/24/2020,,,,,6/12/2021,MAST,SPECT3RF,SPECT,1,,,,,
46917,1,10/2/2020,220,5/10/2021,HOSPM,LR,5/10/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
46978,1,1/20/2021,,,,,4/15/2021,,,,,,,,REMAST,SPECT5LR
47188,1,9/23/2020,260,6/10/2021,HOSPM,LR,6/10/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
47188,1,9/23/2020,,,,,6/14/2021,,,,,,,,REMAST,SPECT5LR
47398,1,11/5/2020,179,5/3/2021,HOSPM,LR,5/3/2021,,,,,,,,,
47421,1,11/11/2020,149,4/9/2021,HOSPM,RF,4/9/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
47457,1,10/5/2020,,,,,4/30/2021,MAST,SPCT3LF,SPCT3,1,,,,,
47457,1,10/5/2020,208,5/1/2021,HOSPM,LF,5/1/2021,,,,,,,,,
47554,1,12/21/2020,140,5/10/2021,HOSPM,LR,5/10/2021,MAST,SPECT3LR,SPECT,1,CULTURE,GNLR,GN,,
47735,1,1/19/2021,164,7/2/2021,HOSPM,RR,7/2/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
47756,1,11/10/2020,161,4/20/2021,HOSPM,RF,4/20/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
47967,1,11/16/2020,191,5/26/2021,HOSPM,LR,5/26/2021,MAST,SPECT3LR,SPECT,1,CULTURE,GNLR,GN,,
47967,1,11/16/2020,,,,,5/29/2021,,,,,,,,REMAST,SPECT5LR
48021,1,3/17/2021,110,7/5/2021,HOSPM,LF,7/5/2021,MAST,SP2LF,SP2LF,1,CULTURE,GNLF,GN,,
48098,1,12/19/2020,,,,,4/21/2021,MAST,SPCT3RR,SPCT3,1,,,,,
48098,1,12/19/2020,124,4/22/2021,HOSPM,RR,4/22/2021,,,,,,,,,
48126,1,3/18/2021,,,,,4/7/2021,,,,,,,,REMAST,SPECT5RR
48126,1,3/18/2021,42,4/29/2021,HOSPM,RR,4/29/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
48202,1,4/26/2021,0,4/26/2021,HOSPM,BLOOD,4/26/2021,,,,,,,,,
48235,1,12/18/2020,,,,,5/25/2021,MAST,SPCT3LRC,SPCT3,1,,,,,
48235,1,12/18/2020,159,5/26/2021,HOSPM,LR,5/26/2021,,,,,,,,,
48235,1,12/18/2020,,,,,5/28/2021,,,,,,,,REMAST,SPECT5LR
48360,1,12/25/2020,,,,,6/12/2021,MAST,SPCT3LR,SPCT3,1,,,,,
48360,1,12/25/2020,170,6/13/2021,HOSPM,LR,6/13/2021,,,,,,,,,
48369,1,1/21/2021,132,6/2/2021,HOSPM,RR,6/2/2021,MAST,SPECT3RR,SPECT,1,CULTURE,NGRR,NG,,
48369,1,1/21/2021,139,6/9/2021,HOSPM,RECULTUR,6/9/2021,,,,,CULTURE,NG,NG,,
48377,1,4/23/2021,42,6/4/2021,HOSPM,LF,6/4/2021,,,,,CULTURE,NGLF,NG,,
48377,1,4/23/2021,48,6/10/2021,HOSPM,LR,6/10/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
48388,1,1/18/2021,,,,,4/29/2021,MAST,SPCT3LR,SPCT3,1,,,,,
48388,1,1/18/2021,,,,,5/2/2021,,,,,,,,REMAST,SPECT5LR
48392,1,1/30/2021,,,,,4/12/2021,MAST,SPECT3LR,SPECT,1,,,,,
48408,1,7/4/2021,4,7/8/2021,HOSPM,LR,7/8/2021,,,,,CULTURE,NGLR,NG,,
48409,1,1/29/2021,112,5/21/2021,HOSPM,RR,5/21/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
48417,1,1/10/2021,144,6/3/2021,HOSPM,RR,6/3/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
48417,1,1/10/2021,,,,,6/7/2021,,,,,,,,REMAST,SPECT5RR
48417,1,1/10/2021,155,6/14/2021,HOSPM,RECULTUR,6/14/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
48417,1,1/10/2021,,,,,6/17/2021,,,,,,,,REMAST,SPECT5RR
48432,1,3/13/2021,37,4/19/2021,HOSPM,RF,4/19/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
48474,1,1/19/2021,98,4/27/2021,HOSPM,LF,4/27/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,MXLF,MX,,
48474,1,1/19/2021,,,,,4/30/2021,,,,,,,,REMAST,SPECT5LF
48474,1,1/19/2021,,,,,5/9/2021,MAST,SPECT3LF,SPECT,1,,,,,
48474,1,1/19/2021,,,,,5/12/2021,,,,,,,,REMAST,SPECT5LF
48474,1,1/19/2021,168,7/6/2021,HOSPM,LF,7/6/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
48482,1,3/2/2021,76,5/17/2021,HOSPM,RR,5/17/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
48564,1,2/16/2021,112,6/8/2021,HOSPM,LR,6/8/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
48564,1,2/16/2021,,,,,6/11/2021,,,,,,,,REMAST,SPECT5LR
48566,1,3/22/2021,21,4/12/2021,HOSPM,LF,4/12/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
48569,1,5/7/2021,47,6/23/2021,HOSPM,LF,6/23/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
48569,1,5/7/2021,,,,,7/3/2021,MAST,SPECT3RR,SPECT,1,,,,,
48606,1,3/1/2021,105,6/14/2021,HOSPM,LF,6/14/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
48709,1,3/15/2021,45,4/29/2021,HOSPM,RF,4/29/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
48851,1,3/21/2021,38,4/28/2021,HOSPM,RR,4/28/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
48915,1,3/21/2021,89,6/18/2021,HOSPM,BLOOD,6/18/2021,,,,,,,,,
48915,1,3/21/2021,90,6/19/2021,HOSPM,BLOOD,6/19/2021,,,,,,,,,
48997,1,4/14/2021,70,6/23/2021,HOSPM,RR,6/23/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
48998,1,6/7/2021,2,6/9/2021,HOSPM,LR,6/9/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
49035,1,7/5/2021,2,7/7/2021,HOSPM,BLOOD,7/7/2021,,,,,,,,,
49047,1,4/26/2021,43,6/8/2021,HOSPM,RR,6/8/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
49047,1,4/26/2021,,,,,6/20/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
49047,1,4/26/2021,56,6/21/2021,HOSPM,RR,6/21/2021,,,,,,,,,
49065,1,4/19/2021,,,,,5/3/2021,MAST,SPECT3LR,SPECT,1,,,,,
49115,1,4/23/2021,66,6/28/2021,HOSPM,LR,6/28/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
49130,1,4/30/2021,,,,,5/25/2021,MAST,SPECT3RR,SPECT,1,,,,,
49182,1,5/5/2021,1,5/6/2021,HOSPM,RR,5/6/2021,,,,,CULTURE,GNRR,GN,,
49182,1,5/5/2021,,,,,5/10/2021,MAST,SPCT3RR,SPCT3,1,,,,,
49182,1,5/5/2021,,,,,5/13/2021,,,,,,,,REMAST,SPECT5RR
49201,1,5/14/2021,23,6/6/2021,HOSPM,LR,6/6/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
49402,1,6/6/2021,3,6/9/2021,HOSPM,LR,6/9/2021,MAST,SP5LR,SP5LR,1,CULTURE,GN,GN,,
49611,1,6/13/2021,19,7/2/2021,HOSPM,LR,7/2/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
